NK225E    ,OOP,202607  ,000000020000.000000,            ,181310018,0000001.0000,0000000.0,0000000.91,1.668373,191310018,0000000.0000,0000000.0,0052318.91,3.200000,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000022000.000000,            ,131312018,0000000.0000,0000000.0,0000001.00,1.557346,141312018,0000000.0000,0000000.0,0050320.16,3.098618,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000024000.000000,            ,131314018,0000001.0000,0000000.0,0000001.01,1.446566,141314018,0000000.0000,0000000.0,0048321.52,2.885216,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000025000.000000,            ,131075018,0000001.0000,0000000.0,0000001.58,1.441433,141075018,0000000.0000,0000000.0,0047322.25,2.785588,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000026000.000000,            ,131076018,0000001.0000,0000000.0,0000001.59,1.390200,141076018,0000000.0000,0000000.0,0046323.02,2.690131,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000027000.000000,            ,131077018,0000000.0000,0000000.0,0000001.59,1.340918,141077018,0000000.0000,0000000.0,0045323.60,2.604211,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000028000.000000,            ,131078018,0000002.0000,0000000.0,0000001.59,1.293442,141078018,0000000.0000,0000000.0,0044324.18,2.515931,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000029000.000000,            ,131079018,0000002.0000,0000000.0,0000002.13,1.268509,141079018,0000000.0000,0000000.0,0043325.28,2.430905,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000030000.000000,            ,131070018,0000003.0000,0000000.0,0000002.66,1.250936,141070018,0000000.0000,0000000.0,0042325.86,2.348889,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000031000.000000,            ,131071018,0000003.0000,0000000.0,0000002.14,1.185901,141071018,0000000.0000,0000000.0,0041326.96,2.269664,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000032000.000000,            ,131072018,0000003.0000,0000000.0,0000002.67,1.163597,141072018,0000000.0000,0000000.0,0040328.00,2.193034,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000033000.000000,            ,131073018,0000003.0000,0000000.0,0000003.21,1.131972,141073018,0000000.0000,0000000.0,0039328.57,2.123583,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000034000.000000,            ,131074018,0000003.0000,0000000.0,0000003.75,1.111376,141074018,0000000.0000,0000000.0,0038330.26,2.051490,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000035000.000000,            ,181075018,0000003.0000,0000000.0,0000003.23,1.057634,191075018,0000000.0000,0000000.0,0037331.68,1.981508,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000035500.000000,            ,131075518,0000000.0000,0000000.0,0000005.22,1.077138,141075518,0000000.0000,0000000.0,0036832.47,1.947266,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000035750.000000,            ,131075718,0000000.0000,0000000.0,0000005.22,1.067107,141075718,0000000.0000,0000000.0,0036582.88,1.930326,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000036000.000000,            ,181076018,0000004.0000,0000000.0,0000004.30,1.043610,191076018,0000000.0000,0000000.0,0036333.14,1.913503,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000036250.000000,            ,131076218,0000000.0000,0000000.0,0000004.70,1.041625,141076218,0000000.0000,0000000.0,0036083.41,1.896795,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000036500.000000,            ,131076518,0000000.0000,0000000.0,0000005.72,1.049991,141076518,0000000.0000,0000000.0,0035833.68,1.884489,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000036750.000000,            ,131076718,0000000.0000,0000000.0,0000006.79,1.056282,141076718,0000000.0000,0000000.0,0035583.96,1.867978,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000037000.000000,            ,181077018,0000005.0000,0000000.0,0000004.70,1.049251,191077018,0000000.0000,0000000.0,0035334.25,1.847350,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000037250.000000,            ,131077218,0000000.0000,0000000.0,0000006.79,1.036538,141077218,0000000.0000,0000000.0,0035084.55,1.835285,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000037500.000000,            ,131077518,0000006.0000,0000000.0,0000006.80,1.026762,141077518,0000000.0000,0000000.0,0034834.85,1.819101,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000037750.000000,            ,131077718,0000000.0000,0000000.0,0000006.81,1.017238,141077718,0000000.0000,0000000.0,0034584.99,1.803022,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000038000.000000,            ,181078018,0000006.0000,0000000.0,0000005.93,1.022703,191078018,0000000.0000,0000000.0,0034335.13,1.787047,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000038250.000000,            ,131078218,0000000.0000,0000000.0,0000007.84,1.011108,141078218,0000000.0000,0000000.0,0034085.29,1.771174,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000038500.000000,            ,131078518,0000000.0000,0000000.0,0000007.85,1.001465,141078518,0000000.0000,0000000.0,0033835.44,1.755402,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000038750.000000,            ,131078718,0000007.0000,0000000.0,0000007.85,0.991883,141078718,0000000.0000,0000000.0,0033585.60,1.739729,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000039000.000000,            ,181079018,0000007.0000,0000000.0,0000005.95,0.984026,191079018,0000000.0000,0000000.0,0033335.96,1.724153,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000039250.000000,            ,131079218,0000007.0000,0000000.0,0000007.34,0.966646,141079218,0000000.0000,0000000.0,0033086.34,1.708675,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000039500.000000,            ,131079518,0000000.0000,0000000.0,0000008.90,0.965044,141079518,0000000.0000,0000000.0,0032836.72,1.693290,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000039750.000000,            ,131079718,0000007.0000,0000000.0,0000008.65,0.955639,141079718,0000000.0000,0000000.0,0032587.12,1.678000,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000040000.000000,            ,181070018,0000007.0000,0000000.0,0000007.00,0.934458,191070018,0000000.0000,0000000.0,0032337.53,1.662801,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000040250.000000,            ,131070218,0000008.0000,0000000.0,0000008.18,0.936997,141070218,0000000.0000,0000000.0,0032087.95,1.647693,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000040500.000000,            ,131070518,0000010.0000,0000000.0,0000009.96,0.947695,141070518,0000000.0000,0000000.0,0031838.39,1.636478,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000040750.000000,            ,131070718,0000000.0000,0000000.0,0000009.96,0.938378,141070718,0000000.0000,0000000.0,0031588.85,1.621520,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000041000.000000,            ,181071018,0000007.0000,0000000.0,0000008.89,0.929387,191071018,0000000.0000,0000000.0,0031339.00,1.606649,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000041250.000000,            ,131071218,0000008.0000,0000000.0,0000011.01,0.928919,141071218,0000000.0000,0000000.0,0031089.45,1.591863,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000041500.000000,            ,131071518,0000000.0000,0000000.0,0000011.02,0.919640,141071518,0000000.0000,0000000.0,0030839.92,1.577162,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000041750.000000,            ,131071718,0000000.0000,0000000.0,0000011.02,0.910413,141071718,0000000.0000,0000000.0,0030590.40,1.562544,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000042000.000000,            ,181072018,0000010.0000,0000000.0,0000010.00,0.892684,191072018,0000000.0000,0000000.0,0030340.90,1.548007,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000042250.000000,            ,131072218,0000000.0000,0000000.0,0000012.07,0.892115,141072218,0000000.0000,0000000.0,0030091.42,1.533551,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000042500.000000,            ,131072518,0000009.0000,0000000.0,0000010.79,0.881401,141072518,0000000.0000,0000000.0,0029841.96,1.519175,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000042750.000000,            ,131072718,0000010.0000,0000000.0,0000012.79,0.881802,141072718,0000000.0000,0000000.0,0029592.11,1.504876,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000043000.000000,            ,181073018,0000011.0000,0000000.0,0000011.40,0.868251,191073018,0000000.0000,0000000.0,0029342.34,1.490655,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000043250.000000,            ,131073218,0000009.0000,0000000.0,0000013.14,0.863763,141073218,0000000.0000,0000000.0,0029093.45,1.476510,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000043500.000000,            ,131073518,0000009.0000,0000000.0,0000012.80,0.854816,141073518,0000000.0000,0000000.0,0028844.34,1.465909,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000043750.000000,            ,131073718,0000010.0000,0000000.0,0000014.20,0.852972,141073718,0000000.0000,0000000.0,0028593.75,1.451887,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000044000.000000,            ,181074018,0000013.0000,0000000.0,0000013.10,0.844055,191074018,0000000.0000,0000000.0,0028344.97,1.437938,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000044250.000000,            ,131074218,0000000.0000,0000000.0,0000014.05,0.835185,141074218,0000000.0000,0000000.0,0028095.08,1.424061,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000044500.000000,            ,131074518,0000010.0000,0000000.0,0000015.26,0.832846,141074518,0000000.0000,0000000.0,0027845.73,1.410255,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000044750.000000,            ,131074718,0000011.0000,0000000.0,0000015.87,0.830105,141074718,0000000.0000,0000000.0,0027596.45,1.396519,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000045000.000000,            ,131195018,0000015.0000,0000000.0,0000015.78,0.821255,141195018,0000000.0000,0000000.0,0027347.20,1.382851,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000045250.000000,            ,131075218,0000000.0000,0000000.0,0000016.10,0.812450,141075218,0000000.0000,0000000.0,0027097.98,1.369251,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000045500.000000,            ,181075518,0000013.0000,0000000.0,0000015.85,0.803689,191075518,0000000.0000,0000000.0,0026848.81,1.355717,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000045750.000000,            ,181075718,0000017.0000,0000000.0,0000017.00,0.805914,191075718,0000000.0000,0000000.0,0026599.66,1.345477,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000046000.000000,            ,131196018,0000016.0000,0000000.0,0000017.98,0.797137,141196018,0000000.0000,0000000.0,0026350.55,1.332050,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000046250.000000,            ,181076218,0000000.0000,0000000.0,0000018.20,0.788402,191076218,0000000.0000,0000000.0,0026101.49,1.318687,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000046500.000000,            ,181076518,0000016.0000,0000000.0,0000019.51,0.784691,191076518,0000000.0000,0000000.0,0025851.34,1.305387,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000046750.000000,            ,181076718,0000000.0000,0000000.0,0000019.24,0.775993,191076718,0000000.0000,0000000.0,0025602.83,1.292149,0072353.96,0.327400
NK225E    ,OOP,202607  ,000000047000.000000,            ,131197018,0000019.0000,0000000.0,0000020.53,0.772032,141197018,0000000.0000,0000000.0,0025353.46,1.278973,0072353.96,0.327400
